url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,date_only,location,country,username,is_sample
https://twitter.com/melianach/status/1405371263032315907,2021-06-17 03:46:34+00:00,@indra_birumuda udah vaksin sinovac 2x. awal dan pertengahan maret kemarin,@Indra_BiruMuda udah vaksin Sinovac 2x. Awal dan pertengahan Maret kemarin,1405371263032315907,"{'username': 'melianach', 'id': 110065707, 'displayname': 'meliana', 'description': 'fully vaccinated |\nprivate chef | f and b consultant |\nfood storyteller |\nkalimantan culinary aficionado |\nig @melianachristanty |\nmy tweets are just for fun', 'rawdescription': 'fully vaccinated |\nprivate chef | f and b consultant |\nfood storyteller |\nkalimantan culinary aficionado |\nig @melianachristanty |\nmy tweets are just for fun', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2010, 1, 31, 6, 20, 9, tzinfo=datetime.timezone.utc), 'followerscount': 5054, 'friendscount': 1091, 'statusescount': 53509, 'favouritescount': 3444, 'listedcount': 23, 'mediacount': 5703, 'location': 'kalimantan & jogja', 'protected': false, 'linkurl': none, 'linktcourl': none, 'profileimageurl': 'https://pbs.twimg.com/profile_images/1425100352995606539/bq5ankv5_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/110065707/1488543661'}",1,0,0,0,1405370585186660358,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.4053707776254566e+18,"{'username': 'Indra_BiruMuda', 'id': 187107591, 'displayname': 'Indra | Vaccined 2 | 🦹\u200d♀️', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}","[{'username': 'Indra_BiruMuda', 'id': 187107591, 'displayname': 'Indra | Vaccined 2 | 🦹\u200d♀️', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,,,2021-06-17,kalimantan & jogja,,melianach,
https://twitter.com/ajungpangi/status/1396026096932450306,2021-05-22 08:52:13+00:00,"@aliyasaya sik harapharapcemas iki mbak, jare vaksin astrazeneca rodok horor.. sik nyiapke mental gawe kipine kwkwkw :’)","@aliyasaya Sik harapharapcemas iki mbak, jare vaksin astrazeneca rodok horor.. sik nyiapke mental gawe KIPIne kwkwkw :’)",1396026096932450306,"{'username': 'ajungpangi', 'id': 47175470, 'displayname': 'agung p. sasmito', 'description': 'life always in god ways', 'rawdescription': 'life always in god ways', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2009, 6, 14, 21, 10, 37, tzinfo=datetime.timezone.utc), 'followerscount': 2191, 'friendscount': 311, 'statusescount': 89444, 'favouritescount': 67, 'listedcount': 4, 'mediacount': 677, 'location': 'underneath your timeline', 'protected': false, 'linkurl': 'http://youtube.com/ajungpangi', 'linktcourl': 'https://t.co/xl7lbmskxj', 'profileimageurl': 'https://pbs.twimg.com/profile_images/1098198954309644288/5b1e1wso_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/47175470/1550648374'}",1,0,0,0,1395895930235199491,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.3958967205301535e+18,"{'username': 'aliyasaya', 'id': 242589533, 'displayname': 'A L I Y A', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}","[{'username': 'aliyasaya', 'id': 242589533, 'displayname': 'A L I Y A', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,,,2021-05-22,underneath your timeline,,ajungpangi,
https://twitter.com/aditamtomo/status/1404893200947421187,2021-06-15 20:06:55+00:00,"vaksin #astrazeneca gokil! ga ada satu orang teman pun yang ga tepar setelah divaksin 🤣 semuanya tepar, demam, sakit kepala, badan ngilu &amp; lengan area suntikan sakit kayak abis digebukin 🤒🥴
semoga vaksinnya bekerja efektif.","Vaksin #AstraZeneca gokil! Ga ada satu orang teman pun yang ga tepar setelah divaksin 🤣 Semuanya tepar, demam, sakit kepala, badan ngilu &amp; lengan area suntikan sakit kayak abis digebukin 🤒🥴
Semoga vaksinnya bekerja efektif.",1404893200947421187,"{'username': 'aditamtomo', 'id': 58764264, 'displayname': '𝓐𝓭𝓲 𝓣𝓪𝓶𝓽𝓸𝓶𝓸', 'description': 'young indonesian, fresh, creative, grunge, high explosive, dangerous & deadly!', 'rawdescription': 'young indonesian, fresh, creative, grunge, high explosive, dangerous & deadly!', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2009, 7, 21, 10, 47, 39, tzinfo=datetime.timezone.utc), 'followerscount': 256, 'friendscount': 229, 'statusescount': 11053, 'favouritescount': 1513, 'listedcount': 4, 'mediacount': 291, 'location': 'jakarta', 'protected': false, 'linkurl': 'http://www.facebook.com/aditamtomo', 'linktcourl': 'https://t.co/5soovwg36r', 'profileimageurl': 'https://pbs.twimg.com/profile_images/981878709916332032/izhja-8q_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/58764264/1469908224'}",0,0,2,1,1404893200947421187,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,['astrazeneca'],,2021-06-15,jakarta,,aditamtomo,
https://twitter.com/Oatraisin/status/1406868529211756544,2021-06-21 06:56:10+00:00,"awas aja nanti udah vaksin gini trus dibanding2in plus ditakut2in lagi ""iiih lo kan vaksin sinovac doang, ga ngefek tuh, yg ngefek kan vaksin astra blablabla, ih bs jadi tuh lo kena covid yg india""

w dah ga paham lagi kalau ampe bener nanti kejadian kayak gitu.","Awas aja nanti udah vaksin gini trus dibanding2in plus ditakut2in lagi ""iiih lo kan vaksin sinovac doang, ga ngefek tuh, yg ngefek kan vaksin astra blablabla, ih bs jadi tuh lo kena covid yg india""

W dah ga paham lagi kalau ampe bener nanti kejadian kayak gitu.",1406868529211756544,"{'username': 'oatraisin', 'id': 140766457, 'displayname': 'iya ini vivi', 'description': ""i'm sorry for what i said when i was\n h.u.n.g.r.y"", 'rawdescription': ""i'm sorry for what i said when i was\n h.u.n.g.r.y"", 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2010, 5, 6, 9, 44, 49, tzinfo=datetime.timezone.utc), 'followerscount': 8601, 'friendscount': 854, 'statusescount': 115178, 'favouritescount': 1684, 'listedcount': 33, 'mediacount': 4564, 'location': '', 'protected': false, 'linkurl': none, 'linktcourl': none, 'profileimageurl': 'https://pbs.twimg.com/profile_images/1398292357179613186/osjhn6sa_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/140766457/1548776771'}",1,0,1,0,1406868529211756544,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,,2021-06-21,,,oatraisin,
https://twitter.com/T_IndonesiaPost/status/1397214894236262404,2021-05-25 15:36:04+00:00,vaksin moderna menyatakan bahwa vaksin covid-19 yang diproduksi efektif untuk remaja berusia 12-17 tahun.,Vaksin Moderna menyatakan bahwa vaksin Covid-19 yang diproduksi efektif untuk remaja berusia 12-17 tahun.,1397214894236262404,"{'username': 't_indonesiapost', 'id': 1352549823321264128, 'displayname': 'the indonesia post', 'description': 'news, business, sport and entertainment always independent | instagram: @theindonesiapostmedia | e-mail: theindonesiapostmedia@gmail.com', 'rawdescription': 'news, business, sport and entertainment always independent | instagram: @theindonesiapostmedia | e-mail: theindonesiapostmedia@gmail.com', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2021, 1, 22, 9, 33, 18, tzinfo=datetime.timezone.utc), 'followerscount': 32, 'friendscount': 17, 'statusescount': 4390, 'favouritescount': 0, 'listedcount': 0, 'mediacount': 32, 'location': 'dki jakarta, indonesia', 'protected': false, 'linkurl': none, 'linktcourl': none, 'profileimageurl': 'https://pbs.twimg.com/profile_images/1352550100850012162/y9_0r_pf_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/1352549823321264128/1611308226'}",0,0,0,0,1397214894236262404,in,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,,,,,,,2021-05-25,"dki jakarta, indonesia",,t_indonesiapost,
https://twitter.com/dyotaa/status/1397446509675773952,2021-05-26 06:56:25+00:00,temen kmrn habis vaksin astrazeneca skrng demam parah 😔,Temen kmrn habis vaksin astrazeneca skrng demam parah 😔,1397446509675773952,"{'username': 'dyotaa', 'id': 106365112, 'displayname': 'dyota laksmana', 'description': 'yogyakarta - jakarta | make wealthy wealthier', 'rawdescription': 'yogyakarta - jakarta | make wealthy wealthier', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2010, 1, 19, 9, 38, 14, tzinfo=datetime.timezone.utc), 'followerscount': 389, 'friendscount': 360, 'statusescount': 25639, 'favouritescount': 3175, 'listedcount': 2, 'mediacount': 78, 'location': 'jakarta selatan, dki jakarta', 'protected': false, 'linkurl': none, 'linktcourl': none, 'profileimageurl': 'https://pbs.twimg.com/profile_images/1434713082442309635/tikbmo6z_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/106365112/1595383196'}",4,0,0,0,1397446509675773952,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,,2021-05-26,"jakarta selatan, dki jakarta",,dyotaa,
https://twitter.com/arusbaik_id/status/1406760843484614660,2021-06-20 23:48:16+00:00,"#quizterbaikarusbaik datang. menangkan ovo/gopay senilai 300rb untuk 3 pemenang.
jawab dan follow arusbaik_id
pertanyaan:
siapa artis yang bangun klink vaksin covid-19 gratis?
buruan jawab dan tag 5 teman kamu ya!
#giveaway
#quizterbaikarusbaik","#QuizTerbaikArusBaik datang. Menangkan OVO/GOPAY senilai 300rb untuk 3 pemenang.
Jawab dan follow ArusBaik_id
Pertanyaan:
Siapa artis yang bangun klink vaksin Covid-19 gratis?
Buruan jawab dan tag 5 teman kamu ya!
#giveaway
#QuizTerbaikArusBaik",1406760843484614660,"{'username': 'arusbaik_id', 'id': 1352202181194076164, 'displayname': 'arus baik', 'description': 'kabarkan kabar baik. asupan berita positif di indonesia setiap hari.', 'rawdescription': 'kabarkan kabar baik. asupan berita positif di indonesia setiap hari.', 'descriptionurls': none, 'verified': true, 'created': datetime.datetime(2021, 1, 21, 10, 31, 43, tzinfo=datetime.timezone.utc), 'followerscount': 30317, 'friendscount': 0, 'statusescount': 2499, 'favouritescount': 1, 'listedcount': 11, 'mediacount': 1776, 'location': 'jakarta', 'protected': false, 'linkurl': 'http://story.arusbaik.id', 'linktcourl': 'https://t.co/tgmqih56l8', 'profileimageurl': 'https://pbs.twimg.com/profile_images/1363480479731654659/mrlcxtk4_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/1352202181194076164/1613920417'}",369,183,235,4,1406760843484614660,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,"['quizterbaikarusbaik', 'giveaway', 'quizterbaikarusbaik']",,2021-06-20,jakarta,,arusbaik_id,
https://twitter.com/viozzk/status/1408330027033194498,2021-06-25 07:43:38+00:00,"waktu vaksin astrazeneca, efeknya emang nampol di 1-2 hari pertama. meriang sm demam.

kata dokter gpp klo mau minum obat buat nurunin demam.

tpi krn gw takut vaksinnya jdi netral, jdi gw tahan dgn istirahat total. besoknya mendingan.

tpi klo udh ga mampu mending minum obat ya.","Waktu vaksin AstraZeneca, efeknya emang nampol di 1-2 hari pertama. Meriang sm demam.

Kata dokter gpp klo mau minum obat buat nurunin demam.

Tpi krn gw takut vaksinnya jdi netral, jdi gw tahan dgn istirahat total. Besoknya mendingan.

Tpi klo udh ga mampu mending minum obat ya.",1408330027033194498,"{'username': 'viozzk', 'id': 46559035, 'displayname': 'rants by', 'description': '🎓 bachelor of science. \n👩🏻\u200d💻 front-end engineer. \n❤ thy. infj cat mom.\n🎮 nintendo & pc games.', 'rawdescription': '🎓 bachelor of science. \n👩🏻\u200d💻 front-end engineer. \n❤ thy. infj cat mom.\n🎮 nintendo & pc games.', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2009, 6, 12, 2, 34, 12, tzinfo=datetime.timezone.utc), 'followerscount': 184, 'friendscount': 180, 'statusescount': 703, 'favouritescount': 510, 'listedcount': 3, 'mediacount': 180, 'location': 'jakarta, indonesia', 'protected': false, 'linkurl': none, 'linktcourl': none, 'profileimageurl': 'https://pbs.twimg.com/profile_images/1440840658952937477/kgcanf3m_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/46559035/1631091283'}",0,0,4,0,1408330027033194498,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,,2021-06-25,"jakarta, indonesia",,viozzk,
https://twitter.com/ariefhakeem/status/1404666085937348611,2021-06-15 05:04:26+00:00,"dapet suntik vaksin astrazeneca td jam 8.40.
efek samping saat inj yang dirasakan laper terus.","Dapet suntik vaksin AstraZeneca td jam 8.40.
Efek samping saat inj yang dirasakan Laper terus.",1404666085937348611,"{'username': 'ariefhakeem', 'id': 67621548, 'displayname': 'kabir', 'description': 'timeline ga lucu lagi', 'rawdescription': 'timeline ga lucu lagi', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2009, 8, 21, 14, 34, 39, tzinfo=datetime.timezone.utc), 'followerscount': 1535, 'friendscount': 277, 'statusescount': 15751, 'favouritescount': 140, 'listedcount': 8, 'mediacount': 95, 'location': 'kalahari', 'protected': false, 'linkurl': none, 'linktcourl': none, 'profileimageurl': 'https://pbs.twimg.com/profile_images/918483123523821568/gih0rpmc_normal.jpg', 'profilebannerurl': 'https://pbs.twimg.com/profile_banners/67621548/1507818529'}",0,0,0,0,1404666085937348611,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,,2021-06-15,kalahari,,ariefhakeem,
https://twitter.com/CecepLagi/status/1406524373331152902,2021-06-20 08:08:37+00:00,"@novalassegaf @heri1618 kedua negara tersebut juga sedang berencana mendatangkan vaksin corona buatan rusia, sputnik.","@NovalAssegaf @heri1618 Kedua negara tersebut juga sedang berencana mendatangkan vaksin corona buatan Rusia, Sputnik.",1406524373331152902,"{'username': 'ceceplagi', 'id': 1346305256762720256, 'displayname': 'cecep lagi', 'description': 'cecep 4.0\n\nceria ceria pisan\n\n#liverpooljuaralagi', 'rawdescription': 'cecep 4.0\n\nceria ceria pisan\n\n#liverpooljuaralagi', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2021, 1, 5, 3, 59, 32, tzinfo=datetime.timezone.utc), 'followerscount': 436, 'friendscount': 590, 'statusescount': 7609, 'favouritescount': 4879, 'listedcount': 0, 'mediacount': 587, 'location': '', 'protected': false, 'linkurl': none, 'linktcourl': none, 'profileimageurl': 'https://pbs.twimg.com/profile_images/1346306433541836801/j1j5xleh_normal.jpg', 'profilebannerurl': none}",0,0,1,0,1406514837291634693,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.4065240825777644e+18,"{'username': 'CecepLagi', 'id': 1346305256762720256, 'displayname': 'Cecep Lagi', 'description': 'Cecep 4.0\n\nCeria Ceria Pisan\n\n#LiverpoolJuaraLagi', 'rawDescription': 'Cecep 4.0\n\nCeria Ceria Pisan\n\n#LiverpoolJuaraLagi', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 1, 5, 3, 59, 32, tzinfo=datetime.timezone.utc), 'followersCount': 436, 'friendsCount': 590, 'statusesCount': 7609, 'favouritesCount': 4879, 'listedCount': 0, 'mediaCount': 587, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1346306433541836801/J1j5XLeh_normal.jpg', 'profileBannerUrl': None}","[{'username': 'NovalAssegaf', 'id': 243880064, 'displayname': 'Noval Assegaf', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'heri1618', 'id': 1346841324524191744, 'displayname': 'Naufal', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,,,2021-06-20,,,ceceplagi,
https://twitter.com/inaayoesuzuki/status/1407556361307656192,2021-06-23 04:29:22+00:00,"@dr_tompi kenapa ya dok angka positif nya meningkat drastis?? apakah benar dok mereka di covid kan atau di endorse sama covid?? seperti yg di bilang nya dlm video??  trus saya org awam mengenai vaksin covid dok,  kata tetanga saya di awal vaksin itu tidak menyebabkan efek pada tubuh,tapi","@dr_tompi Kenapa ya dok angka positif nya meningkat drastis?? Apakah benar dok mereka di covid kan atau di endorse sama covid?? Seperti yg di bilang NYA dlm video??  Trus saya org awam mengenai vaksin covid dok,  kata tetanga saya di awal vaksin itu tidak menyebabkan efek pada tubuh,TAPI",1407556361307656192,"{'username': 'inaayoesuzuki', 'id': 1401791883051900934, 'displayname': 'ina ayoe', 'description': '.', 'rawdescription': '.', 'descriptionurls': none, 'verified': false, 'created': datetime.datetime(2021, 6, 7, 6, 43, 44, tzinfo=datetime.timezone.utc), 'followerscount': 0, 'friendscount': 56, 'statusescount': 25, 'favouritescount': 6, 'listedcount': 0, 'mediacount': 0, 'location': '', 'protected': false, 'linkurl': none, 'linktcourl': none, 'profileimageurl': 'https://pbs.twimg.com/profile_images/1401794269048754177/klismjjv_normal.jpg', 'profilebannerurl': none}",1,0,0,0,1407363365551230976,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.407363365551231e+18,"{'username': 'dr_tompi', 'id': 68376019, 'displayname': 'dr tompi spBP', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}","[{'username': 'dr_tompi', 'id': 68376019, 'displayname': 'dr tompi spBP', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,,,2021-06-23,,,inaayoesuzuki,
